row_number,employee_id,email,password,name,dob,gender,location,job_role,salary,dependents,lifestyle_tags,recommended_plan_type,coverage_level,premium_usd,employer_contrib_usd
543,E3921,juliahoffman@example.org,cBF21niZYo,Rebecca Horton,1990-01-02,Non-Binary,"Hartford, CT",,,1.0,,Health,Bronze,,107.72
544,E2328,housepaul@example.net,fSmE8ZgCY5,Juan Smith,,Non-Binary,,Software Engineer,,0.0,"family,wellness",,Bronze,69.94,
545,E9556,james73@example.net,6Xejl0WsGN,Maria Fischer,1995-01-17,M,,,,1.0,"tech,gadget",Vision,Gold,139.4,
546,E5414,kimberlybrandt@example.com,GouxQdxt0k,William Jones,1996-06-01,Non-Binary,,,84459.0,3.0,"active,fitness",,,246.54,
547,E9660,jillwilson@example.org,h4J6HVaqOU,Justin Anderson,,F,"Fort Wayne, IN",Marketing Associate,57300.0,0.0,,,Platinum,,250.0
548,E6038,adam72@example.org,Atkbp4AWTi,Frank Williams,2004-04-07,,"Omaha, NE",,47672.0,2.0,"tech,gadget",Vision,Gold,,
549,E7046,tracy98@example.com,vIRlsm936U,,1989-11-24,F,"Omaha, NE",Financial Advisor,79757.0,0.0,,Dental,Silver,104.37,96.99
550,E2008,abigailhartman@example.org,RSvcsROd2s,,,,,UX Designer,,1.0,,,Platinum,242.59,
551,E2497,nicolealvarado@example.com,ORmFnizPuo,,1997-02-13,,"Philadelphia, PA",Financial Advisor,77549.0,2.0,"active,fitness",Disability,,79.9,
552,E2748,wbarajas@example.net,vXAhJi1MH7,,2003-06-10,F,,UX Designer,,3.0,"family,wellness",,,,
553,E9617,susanfleming@example.com,OXKsgIsooz,Robert Wilson,1995-09-10,,,,59128.0,,,,,39.85,
554,E9783,amber40@example.net,A8Vc1xObXY,Jaime Lang,1999-01-16,F,"Philadelphia, PA",,53440.0,0.0,"mental_health,yoga",Health,,137.41,336.36
555,E7328,stucker@example.net,jRDeu8Vng8,,1992-11-25,F,"Hartford, CT",Software Engineer,52128.0,3.0,"family,wellness",Dental,,,156.4
556,E9647,teresaayala@example.net,CXmvtpE3Q6,Austin Santiago,,,"Omaha, NE",,,0.0,"active,fitness",Disability,Bronze,,55.52
557,E5181,michellecoleman@example.org,LZkzWMTKN8,Ronald Johns,2005-03-12,F,"Omaha, NE",Project Coordinator,84341.0,,,Disability,Platinum,,
558,E9199,elucas@example.net,4tKNY2m9l4,,1992-02-24,,"Fort Wayne, IN",Marketing Associate,81690.0,0.0,,,Platinum,,362.06
559,E3849,millerbrian@example.com,VntJ8UoHMo,Laura Perez,2002-11-10,F,,Financial Advisor,63658.0,2.0,,Dental,,178.3,101.53
560,E6877,rickey76@example.com,IRjBQrfYJy,James Wilson,1995-09-24,M,,Marketing Associate,51439.0,1.0,"family,wellness",Vision,,,
561,E6091,maychristine@example.net,2GrO5c2b19,,,M,"Chicago, IL",Marketing Associate,,,"travel,adventure",,Silver,120.41,
562,E2084,robertsgina@example.net,yHdNPrfsOM,,2004-07-18,F,"Fort Wayne, IN",,83172.0,3.0,"active,fitness",Dental,,,
563,E8356,bshort@example.com,4iUzW3AQiM,,1988-06-08,M,"Hartford, CT",Marketing Associate,48125.0,0.0,,Disability,,,131.24
564,E6147,susan24@example.net,wT7kmw69zg,Traci Camacho,1989-10-10,M,"Fort Wayne, IN",Data Analyst,,1.0,"mental_health,yoga",,Platinum,,
565,E9932,susan08@example.net,stqLdU9k3L,Andrew Armstrong,1991-02-27,F,"Philadelphia, PA",UX Designer,60499.0,2.0,"travel,adventure",Health,Platinum,164.91,
566,E3645,fmedina@example.com,Of4F50LI0l,,1992-05-03,,"Chicago, IL",Marketing Associate,90008.0,1.0,"mental_health,yoga",,Bronze,77.85,
567,E4750,robertbrewer@example.net,KWC9VbFYSL,Clinton Jensen,2002-04-12,Non-Binary,"Philadelphia, PA",,,3.0,"mental_health,yoga",,,68.78,
568,E6722,james29@example.org,uRkfzR3Qxa,Tara Gamble,2000-02-03,M,"Hartford, CT",,87683.0,,,,Platinum,287.82,236.99
569,E4853,enewman@example.com,BNMIsYI3b8,,1988-11-05,M,"Fort Wayne, IN",Financial Advisor,92132.0,2.0,"remote,eco",Vision,Gold,194.63,
570,E6681,wlynn@example.org,COIGD9ZW6c,Cynthia Mitchell,,,"Chicago, IL",Marketing Associate,80341.0,,"family,wellness",Life,Bronze,,
571,E9879,mcculloughlouis@example.com,j2NK6BGFT2,,1990-11-26,,"Philadelphia, PA",Financial Advisor,,1.0,"mental_health,yoga",Vision,Gold,135.34,
572,E1627,arianadiaz@example.com,bRhkr5IlXV,Caroline Edwards,1996-05-26,M,"Hartford, CT",,68135.0,,"mental_health,yoga",Dental,Gold,,379.21
573,E2689,jenniferdavidson@example.com,vzkqfRR6ul,Brandy Quinn,1995-07-30,,"Omaha, NE",,,1.0,"family,wellness",,Bronze,,
574,E5306,wford@example.com,9y82JubNuW,Mr. Matthew Miller,2003-04-03,,"Fort Wayne, IN",,89264.0,0.0,"active,fitness",,,,132.61
575,E2409,michele28@example.org,1xnztfusDg,Stephen Jones,,M,"Omaha, NE",Software Engineer,76185.0,,"travel,adventure",,Gold,70.42,
576,E2427,mcclainmelissa@example.net,cXwlDyNH8h,Kevin Sullivan,1999-09-30,M,"Fort Wayne, IN",Data Analyst,,2.0,"mental_health,yoga",Disability,,288.0,
577,E8369,rebeccaarnold@example.net,ICrt3kiFTv,Kimberly Valdez,2004-08-12,F,"Omaha, NE",Marketing Associate,65796.0,,"mental_health,yoga",Disability,Bronze,,97.64
578,E1645,michaelwalker@example.net,cjZtxOoLP4,,,M,,Data Analyst,,1.0,"travel,adventure",Dental,,259.8,184.07
579,E9038,sanderswayne@example.net,jF92S7oBC5,Victor Holden,1997-11-22,F,"Fort Wayne, IN",Software Engineer,78771.0,1.0,,Health,Silver,,96.8
580,E3069,katherinetaylor@example.org,mMj41PaOtN,,1996-06-16,M,,,81224.0,0.0,"travel,adventure",Health,Silver,,162.3
581,E6950,jillwebb@example.com,JOrEiyj3K8,,1991-03-12,Non-Binary,"Hartford, CT",Project Coordinator,,0.0,"mental_health,yoga",Health,,,325.52
582,E4049,mike03@example.net,917bulljK9,Heather Harrison,,F,"Philadelphia, PA",UX Designer,,,,,Gold,96.02,
583,E6047,ckeith@example.net,rAhFUPDVV4,Michael Boyd,1991-08-16,,"Philadelphia, PA",UX Designer,82854.0,3.0,,Life,,,
584,E8676,mary49@example.net,WH6FUhnFT5,Jamie Gray,1991-02-06,Non-Binary,,,89251.0,,"remote,eco",Health,,42.01,221.13
585,E8628,blacknicholas@example.org,HGG3KCwRnS,Heather Parrish,2003-10-23,Non-Binary,,Financial Advisor,48989.0,,"remote,eco",Dental,Bronze,260.9,
586,E3670,msparks@example.org,9n3UK573fb,Brenda Martin,2002-06-02,Non-Binary,"Omaha, NE",Data Analyst,,,"mental_health,yoga",,,,
587,E7517,robertsonjuan@example.org,dOjUjhnkh3,Jack Love,2003-09-16,F,,Financial Advisor,,0.0,,,,225.21,373.94
588,E5074,guerrerorobert@example.com,m7NVUncsKm,Karen Mendoza,,M,"Hartford, CT",Project Coordinator,,,,Disability,Silver,262.16,
589,E5697,brittanyholland@example.com,yib10LmS2x,Andrew Berry,1995-11-06,M,"Philadelphia, PA",Software Engineer,82281.0,1.0,"family,wellness",Health,Silver,,
590,E6351,dennishunt@example.net,IxytW7in2b,Christopher Nielsen,1989-09-05,,"Hartford, CT",,,1.0,,Disability,Platinum,,
591,E4738,kgreene@example.net,ii3sHP85gv,Nathan Stanley,1991-07-23,Non-Binary,,Project Coordinator,,,"remote,eco",Life,,,
592,E6702,stacey37@example.net,xsB1l8pqE1,,1993-08-19,,,Data Analyst,,,"tech,gadget",,,,106.66
593,E9919,laurahoover@example.org,aHgZUQxCgj,Kayla Jackson,,F,,,,0.0,"mental_health,yoga",Health,,,155.08
594,E3866,sandra99@example.org,hTmbbKBlwI,James Rodriguez,2003-03-03,F,,,,1.0,"mental_health,yoga",Dental,Platinum,256.35,
595,E6787,alexandrablankenship@example.net,LeHp1iS2Eb,,1993-12-19,,"Omaha, NE",Data Analyst,,3.0,"active,fitness",,Gold,176.85,73.78
596,E5416,mvalenzuela@example.org,KaupQTeuYl,,2001-09-10,M,"Omaha, NE",Financial Advisor,70886.0,3.0,,Life,Bronze,133.2,
597,E7258,olsondavid@example.net,9gjnFs8dFE,April Pace,,M,,Project Coordinator,78776.0,2.0,"active,fitness",Life,Bronze,,200.78
598,E3286,xboyd@example.org,bnDdGD05I2,,1989-12-30,M,"Philadelphia, PA",Project Coordinator,51231.0,,"tech,gadget",Disability,Platinum,,
599,E9806,yclarke@example.com,GOL9s7QGb0,Natalie Juarez,1989-08-01,F,"Omaha, NE",Software Engineer,74575.0,2.0,"tech,gadget",Disability,,,
600,E1767,colemanjonathan@example.org,AEuEQf11l1,,,Non-Binary,"Philadelphia, PA",Financial Advisor,89193.0,2.0,"family,wellness",Disability,,233.08,399.67
601,E8817,ascott@example.net,QOdrcLwoTh,Adrienne Mills,,Non-Binary,"Omaha, NE",Marketing Associate,,,"tech,gadget",,,,329.25
602,E7523,brooksjamie@example.com,lsOc4M7ASO,Brian Simmons,2001-09-04,,"Omaha, NE",,74691.0,,,,,282.02,135.11
603,E5509,jose86@example.net,IIiaG9K9YX,,1999-12-28,Non-Binary,,,,1.0,"family,wellness",,Bronze,,125.06
604,E5067,robertbowers@example.com,wQWMO0k03n,Justin Webb,,F,"Philadelphia, PA",,,0.0,,,Gold,,
605,E1517,becky62@example.net,3mSsrbYKAz,David Logan,1998-07-17,F,"Philadelphia, PA",Software Engineer,83964.0,0.0,,,,,230.94
606,E4710,craigromero@example.com,1uNl6zOy8q,Lisa Cohen,2001-10-29,Non-Binary,"Fort Wayne, IN",Financial Advisor,85536.0,2.0,"travel,adventure",,Gold,,
607,E3958,martintamara@example.org,d2RXExpS7y,Samantha Ruiz,1988-12-30,M,"Hartford, CT",,84059.0,,,,,,
608,E5933,qdavis@example.org,ZitHLqlds6,Lee Ramsey,1996-05-30,F,"Chicago, IL",Marketing Associate,,,"active,fitness",,,149.64,
609,E6054,hmendez@example.com,Xu9omYGZMb,Linda Bautista,1993-06-09,,"Hartford, CT",Software Engineer,57079.0,2.0,,Vision,,44.5,
610,E4059,daniellegonzales@example.org,hljsl9WZCB,Tara Holmes,1998-09-23,F,"Fort Wayne, IN",,,,,Disability,Gold,,70.99
611,E9795,arthurgreene@example.net,agELHzETFJ,,,Non-Binary,"Omaha, NE",Data Analyst,62904.0,3.0,"mental_health,yoga",,Bronze,44.44,130.08
612,E8843,john02@example.org,voBwSLUy3W,Penny Gomez MD,1998-05-06,,"Omaha, NE",Software Engineer,53087.0,1.0,"remote,eco",,,,213.53
613,E4224,aprilmclaughlin@example.org,24ehi8mj7T,Krista Barber,1994-05-27,Non-Binary,"Hartford, CT",Financial Advisor,50561.0,3.0,"mental_health,yoga",,,254.8,289.78
614,E8778,michael43@example.net,wTaPIdZ2eM,Jordan Powell,1993-07-15,F,,Financial Advisor,,,"mental_health,yoga",Dental,,278.62,
615,E2132,greenrichard@example.org,T3zCEGsG5e,Kathy Morgan,1995-09-30,,,,,2.0,"travel,adventure",,,215.28,330.16
616,E4947,prattsue@example.net,PMhjID9GGQ,Laura Benson,2000-02-01,Non-Binary,"Hartford, CT",Financial Advisor,55158.0,0.0,"remote,eco",Dental,,,
617,E2467,xhart@example.org,3UMIV9yTql,Tonya Ellis,1992-07-26,,,,,0.0,"tech,gadget",,Silver,182.98,230.98
618,E1808,bmosley@example.com,TKJ7nkjhc0,,,,"Chicago, IL",Marketing Associate,47969.0,3.0,,Health,,,
619,E5740,ericahall@example.com,7uPpP8fLGW,,1998-10-28,Non-Binary,"Fort Wayne, IN",Marketing Associate,,,"mental_health,yoga",,Platinum,30.95,
620,E7212,john16@example.net,C1evb5ScBB,Gloria Spencer,2002-12-28,,"Philadelphia, PA",Marketing Associate,64601.0,0.0,"mental_health,yoga",Health,,195.81,257.02
621,E8691,thomasgomez@example.net,cHNaxXJWmB,Travis Vega,1992-07-15,M,"Chicago, IL",,84775.0,0.0,"family,wellness",Disability,,298.65,219.85
622,E6965,victorgonzalez@example.net,bxZLBlxD2e,Derek Perez,,,"Philadelphia, PA",Software Engineer,90976.0,2.0,"tech,gadget",Disability,,,349.17
623,E7038,marykelly@example.org,7i8eYDxvGu,Blake Sosa,1990-08-22,,"Philadelphia, PA",Software Engineer,70237.0,,"tech,gadget",,Bronze,189.9,
624,E3308,waustin@example.net,M8EvGLeCdZ,Sarah Watson,1993-12-05,,,Financial Advisor,,0.0,,,,30.02,
625,E7542,travis94@example.com,o7T5vAr8dD,,1991-01-19,F,,Financial Advisor,92259.0,,"active,fitness",,Gold,,
626,E9884,kwalker@example.org,77YXxaEedY,Robert Mendoza,2000-08-12,,"Chicago, IL",Data Analyst,75397.0,0.0,,,Bronze,91.4,
627,E3230,shawphillip@example.net,mccDeZBLuR,,1998-11-07,Non-Binary,"Philadelphia, PA",Financial Advisor,81816.0,,,Disability,Platinum,184.73,
628,E5212,astewart@example.org,r9EXhA1Uf9,Jamie Garcia,2004-03-03,M,"Fort Wayne, IN",,92536.0,,,Disability,,,153.87
629,E6897,chloe42@example.net,CqHW40pv36,,,F,,Marketing Associate,83553.0,2.0,"family,wellness",,,91.52,329.23
630,E5881,michael76@example.org,z6iIdvvdC0,Paul Diaz,1994-03-16,F,"Chicago, IL",Data Analyst,,1.0,"active,fitness",Disability,,163.21,305.72
631,E2666,lramirez@example.net,4og8fgDXG8,Kenneth Perez,2001-06-24,,"Omaha, NE",Marketing Associate,48537.0,,"active,fitness",,,,379.17
632,E1010,lelinda@example.net,5fQilC5uYY,James Thomas,1996-01-06,,"Hartford, CT",Project Coordinator,,,"tech,gadget",Vision,,,
633,E9066,thomassmith@example.com,gWCTm2iDMJ,,1995-12-08,Non-Binary,"Philadelphia, PA",Project Coordinator,,,"tech,gadget",Vision,,,
634,E1514,jevans@example.net,4nBcGNSWse,,1994-09-22,M,"Omaha, NE",Financial Advisor,,1.0,"tech,gadget",,,46.02,249.29
635,E1314,lisawoods@example.net,zKB8660Jde,Patrick Green,2004-01-31,,"Fort Wayne, IN",Financial Advisor,,1.0,"family,wellness",Vision,Gold,,210.47
636,E3575,ann45@example.org,vuankOw1ae,Gregory Frazier,1996-07-05,M,,Marketing Associate,57043.0,1.0,"family,wellness",,,,
637,E1652,barbarasantos@example.net,P55A1Rcwpa,Richard Kelly,2000-02-18,F,,,70728.0,1.0,,Vision,,266.64,326.48
638,E6296,champton@example.org,2K3lfkLVLX,Dustin Welch,1991-10-04,M,"Fort Wayne, IN",Software Engineer,,2.0,,Life,Bronze,64.04,90.09
639,E3655,mirandadavidson@example.com,oTWJalmBS9,,2002-07-06,Non-Binary,"Philadelphia, PA",Financial Advisor,79226.0,3.0,"tech,gadget",,Bronze,,
640,E6127,millermatthew@example.com,KVDSEkTSgy,Eddie Adams,1988-12-30,F,"Hartford, CT",Project Coordinator,,3.0,"mental_health,yoga",,Silver,104.55,
641,E2572,cnelson@example.com,GikUWEkadl,Kelly Cole,2001-10-17,M,,,,3.0,,Dental,,292.96,252.05
642,E1167,ivanjohnson@example.net,RiVOVaicOn,David Manning,1994-03-19,,,Marketing Associate,53335.0,,,Dental,,,118.96
643,E1941,clarkrandy@example.org,wTYMo71CDD,Shawn Kelley,,,"Philadelphia, PA",,,0.0,"travel,adventure",Health,Silver,,
644,E5062,wisealexandria@example.org,19VI0reNyz,,,M,"Hartford, CT",,71598.0,2.0,"travel,adventure",,,219.12,79.44
645,E7450,pparker@example.net,xxdtLsXWYq,Mark Anderson,1988-10-23,F,"Fort Wayne, IN",Financial Advisor,,3.0,"remote,eco",,,,
646,E5841,anthonyalvarado@example.com,9jqnYAQi61,Julie Pitts,2002-09-06,,,Financial Advisor,86696.0,0.0,"travel,adventure",Disability,Bronze,,
647,E2386,amy28@example.org,QMKRyqomJv,Joyce Curry,1991-01-02,F,"Fort Wayne, IN",,,,"mental_health,yoga",Health,,,
648,E1458,omills@example.net,xUrx3DXUy6,Gregory Fernandez,2003-02-21,F,"Hartford, CT",Project Coordinator,62580.0,2.0,"remote,eco",,Platinum,,304.85
649,E7263,ramosmichael@example.com,9ZeBn5rifl,Adam Mills,,Non-Binary,"Chicago, IL",Financial Advisor,65076.0,,"travel,adventure",Vision,Gold,137.21,113.6
650,E4924,mauriceharrison@example.org,aD3ripxXTL,Katherine Campos,,M,,Project Coordinator,87641.0,,"mental_health,yoga",,Gold,87.64,
651,E8502,albert64@example.net,og96R5bbIP,Adam Brooks,1990-09-26,Non-Binary,,,92834.0,0.0,,,Gold,77.58,
652,E5375,bkhan@example.com,2RP4RFdhFm,Miguel Brewer,1991-09-02,,"Chicago, IL",UX Designer,,3.0,"mental_health,yoga",Life,,,368.86
653,E1764,fwalker@example.com,7WOSw0j0C7,Kellie Marsh,1988-07-20,F,"Chicago, IL",,54960.0,1.0,"active,fitness",,,,388.68
654,E3022,justin84@example.com,X6nWzHZOSf,Barry Taylor,1991-09-09,,"Hartford, CT",UX Designer,78954.0,1.0,"active,fitness",Dental,Platinum,122.87,
655,E4493,walshchristine@example.com,6pjkjOSX0C,,,Non-Binary,,UX Designer,90297.0,1.0,,,Gold,,67.13
656,E1746,brandonnichols@example.org,GlyMFY9hWG,Diane Martinez,1992-06-25,,,Data Analyst,,1.0,"travel,adventure",Life,Gold,,
657,E5303,oacosta@example.org,ijn9nSjj8k,Johnny Peterson,,M,,Software Engineer,88932.0,1.0,"tech,gadget",,,131.8,266.28
658,E4458,kristi75@example.com,xPd5yp15OY,Amanda Miller,,,,Project Coordinator,,,"tech,gadget",Disability,Bronze,,
659,E7313,brianrowe@example.org,lzQdGYsQzo,Catherine Huang,2004-02-25,F,"Omaha, NE",,,0.0,"tech,gadget",,,182.88,
660,E1277,lisa01@example.net,K7QfKUyLnL,Ray Ramos,2000-04-09,,"Philadelphia, PA",Data Analyst,73481.0,,"tech,gadget",Dental,,,135.28
661,E7611,gonzalezjill@example.org,DIKPDzcK9H,Vickie Kennedy,,F,,Financial Advisor,,3.0,"active,fitness",Vision,Platinum,,
662,E6058,sharon20@example.net,mhMfOXyvtm,,1999-06-30,Non-Binary,,,52933.0,2.0,"remote,eco",,Gold,153.15,217.98
663,E1019,james03@example.org,iA9JDzttIQ,Jeffrey Smith,1999-02-18,Non-Binary,"Hartford, CT",Data Analyst,,2.0,,,,,119.71
664,E7326,brenda63@example.org,rKBNl9DCfh,Lauren Vazquez,2000-09-06,M,,,69311.0,,,,Platinum,,
665,E5751,nathandavis@example.org,6HN2J1KWvN,Mr. George Booker DDS,1994-04-26,,"Omaha, NE",UX Designer,65145.0,0.0,"remote,eco",Life,Silver,95.46,
666,E8387,browndeanna@example.net,soK4r4AqbH,Ashley Freeman,2002-09-29,,"Philadelphia, PA",Financial Advisor,84678.0,1.0,"tech,gadget",Disability,,72.58,399.2
667,E8299,tina57@example.net,idSlh3EWcE,Michael Howard,1999-08-19,F,"Hartford, CT",Marketing Associate,53644.0,,,Vision,,47.3,
668,E1448,johnwilliams@example.net,j5V3wgiXhn,Edward Terry,1998-05-08,F,"Chicago, IL",,,3.0,"family,wellness",Health,Silver,,
669,E6361,ashleystephens@example.com,zyofeo7IJx,,1992-08-03,,,Project Coordinator,47194.0,1.0,,,,,252.81
670,E7492,caseymoore@example.com,Y0I1bcJY58,Kimberly Gibson,2003-12-10,M,"Omaha, NE",Financial Advisor,55026.0,0.0,"travel,adventure",,,,
671,E9791,bgross@example.net,YY1x8dkk0J,Patty Allen,1994-04-15,,"Omaha, NE",,53747.0,1.0,,,Platinum,,
672,E4232,barrettamber@example.com,qADCeUShQ5,Michael Cannon,1998-03-26,M,,Marketing Associate,67765.0,,,Vision,,,130.79
673,E5232,chloemorris@example.net,0FkpbnrT68,Brent Hopkins,,F,"Chicago, IL",,,1.0,,,Platinum,99.91,211.9
674,E2664,conleydavid@example.org,16EPOSFu0q,John Garcia,2001-12-15,Non-Binary,"Fort Wayne, IN",Data Analyst,86931.0,,"tech,gadget",,,,384.52
675,E6623,hbarrett@example.net,yzWIsTq6GU,Dawn Diaz,1993-07-19,,"Chicago, IL",Data Analyst,,0.0,"active,fitness",,Gold,179.26,
676,E2211,smithsamantha@example.net,D2d30FsScZ,Steve Miller PhD,1993-01-21,,"Chicago, IL",Project Coordinator,,0.0,,Life,,,57.51
677,E3451,wardjulia@example.com,jhylyRuRZq,Rebecca Brown,2002-06-28,M,"Philadelphia, PA",,,3.0,"active,fitness",,,155.45,
678,E7185,allison14@example.org,XGRweNX3um,Toni Davis,1998-01-19,Non-Binary,"Fort Wayne, IN",Project Coordinator,55483.0,2.0,,,,,196.43
679,E6722,amandalopez@example.net,IfjZMibPxK,Laura Meza,,,"Omaha, NE",,54937.0,2.0,"tech,gadget",,Platinum,249.34,110.33
680,E5860,xreese@example.net,QW9lcByevQ,Megan Park,,Non-Binary,,,87906.0,,"family,wellness",Dental,,,103.14
681,E3832,kandrade@example.org,YexVsGQ64h,Kathy Sandoval,,F,"Chicago, IL",Marketing Associate,,0.0,"remote,eco",,Gold,256.04,
682,E9232,umahoney@example.net,67FCOHEp1u,Erika Watson PhD,2005-05-27,F,"Omaha, NE",Marketing Associate,,3.0,,,Silver,,
683,E6007,umckenzie@example.net,SecskNqInY,Joshua Brooks,1994-04-24,Non-Binary,"Chicago, IL",Project Coordinator,50901.0,,"travel,adventure",Disability,Gold,172.25,
684,E1326,michael77@example.com,do4BBAbVSV,,,F,"Fort Wayne, IN",Software Engineer,57356.0,0.0,"active,fitness",,Silver,,291.19
685,E3800,holmesvictoria@example.com,QXKXNddCzI,William Lewis,1991-09-05,F,,Financial Advisor,58553.0,3.0,,,Bronze,201.45,387.22
686,E7594,andrew48@example.net,lzDgpBJt9X,,,Non-Binary,,Software Engineer,,1.0,"mental_health,yoga",Disability,Bronze,117.85,307.7
687,E7652,stevenseric@example.com,85EFygPcBW,Kevin Hall,1996-04-20,,"Chicago, IL",Project Coordinator,61211.0,1.0,"travel,adventure",,,190.22,
688,E5897,christopher69@example.org,wQFlVRbT0U,,1996-10-06,Non-Binary,"Hartford, CT",Software Engineer,68193.0,,,Disability,,,202.3
689,E8280,tracynolan@example.net,Vt4iL3MbCr,Susan Larson,1991-03-15,F,,Marketing Associate,70975.0,0.0,"family,wellness",,Gold,,146.53
690,E4170,benjamin96@example.org,ZMZG2thADp,Tammy Cook,1998-04-12,Non-Binary,"Hartford, CT",Financial Advisor,52000.0,2.0,,,Silver,,53.47
691,E2937,hbutler@example.org,14ckzi9Dcz,Sarah Mcfarland,2000-05-26,,,Financial Advisor,68499.0,,"family,wellness",Dental,,112.38,242.87
692,E8761,hbrown@example.org,q12VgJwA3p,,1998-01-10,,,UX Designer,94792.0,0.0,"family,wellness",,,,247.87
693,E9869,ericnunez@example.com,Q25sBCKdGW,Nicole Johnston,2004-03-03,,,Project Coordinator,,1.0,,,,,
694,E8929,walkerkeith@example.com,rQv9BJ57z0,George Alvarez,1991-09-12,M,,UX Designer,73586.0,1.0,"travel,adventure",Dental,,,376.15
695,E5831,kelleyjose@example.com,CYbqFtE5yt,Patricia Anderson,2003-05-11,F,"Chicago, IL",,60188.0,,"active,fitness",,,74.88,
696,E5081,timothygonzalez@example.com,ziQl8f73e7,Christina Gilbert,,,"Hartford, CT",Marketing Associate,80131.0,1.0,"family,wellness",Vision,,,
697,E6122,johnadams@example.com,gzhGuFxNfC,,1995-07-15,Non-Binary,"Philadelphia, PA",,74375.0,2.0,"remote,eco",Vision,,172.81,
698,E8557,whenderson@example.org,hwLtSZKDmq,Kirk Johnson,,,"Chicago, IL",,,0.0,"active,fitness",Dental,,,
699,E2119,gary59@example.com,wYlEIEmas0,Jessica Glass,1992-02-15,M,"Philadelphia, PA",UX Designer,,2.0,"travel,adventure",,,,
700,E2435,jamesbrooks@example.net,VECVy7kLZz,Ashley Brown,1989-06-18,,,Financial Advisor,69646.0,,,Disability,Bronze,60.28,
701,E1277,mistywilkins@example.org,I5o17RTvkg,Robert Torres,2000-02-13,Non-Binary,,UX Designer,93242.0,2.0,"tech,gadget",Life,,,
702,E6710,njohnson@example.net,WHi8HVh1Ld,,1989-08-08,Non-Binary,"Chicago, IL",Project Coordinator,49848.0,2.0,"mental_health,yoga",Life,,118.6,154.74
703,E6385,ana92@example.net,ZgYrY7nBFW,Alicia Aguilar,1999-09-25,,"Fort Wayne, IN",,79613.0,3.0,"active,fitness",,Platinum,51.54,
704,E1371,scottbrian@example.org,VYNQ6391UK,Lisa Brown,1991-09-29,F,"Philadelphia, PA",Software Engineer,72867.0,,,Vision,Bronze,155.46,319.08
705,E4197,jonesdonna@example.net,iRzbVVhhKp,Mary Lin,,,"Chicago, IL",,,1.0,"active,fitness",,Bronze,,164.71
706,E5904,carternicole@example.com,nTDnze5v7S,James Bray,1999-11-28,F,"Fort Wayne, IN",,67851.0,3.0,"mental_health,yoga",,Bronze,177.03,391.8
707,E8048,mckeetodd@example.net,fxO9sCQpfP,Charlotte Mason,1996-08-26,M,,UX Designer,,,"tech,gadget",Dental,,,105.44
708,E7196,tcastro@example.org,Aav6pslHfy,Thomas Torres,,Non-Binary,,Data Analyst,90650.0,2.0,"mental_health,yoga",,,,116.12
709,E1020,klong@example.org,iFnaqjFAnB,,1999-06-02,F,"Omaha, NE",Financial Advisor,60067.0,1.0,"family,wellness",,,234.17,351.09
710,E1058,wendyirwin@example.com,KllGIW2r8N,Lori Johns,2005-03-01,F,,,66538.0,,,Vision,Bronze,144.7,
711,E2731,raymondstacy@example.org,Wy110rXUX1,,1994-11-04,Non-Binary,"Chicago, IL",Financial Advisor,80938.0,2.0,"mental_health,yoga",,,,301.11
712,E2846,blairabigail@example.net,88wmG0O3Ab,,1990-11-12,,"Fort Wayne, IN",,56166.0,1.0,,,,,69.81
713,E5458,ashleysimmons@example.com,gKnkrxXp1J,Erin Daniels,1989-05-02,Non-Binary,"Philadelphia, PA",,63156.0,,"tech,gadget",,Platinum,263.7,
714,E2280,denisecarpenter@example.net,F1tYjlsaq1,Shari Parker,2002-06-25,M,"Philadelphia, PA",,,,,,,,375.49
715,E1520,russellstout@example.org,MvXYpz5ZAU,,2000-10-23,F,,UX Designer,,,,Disability,Bronze,,116.33
716,E8396,grantstacy@example.org,kkfgnI0yKc,Ryan Thomas,1998-08-07,Non-Binary,,Data Analyst,,2.0,"active,fitness",Health,,,
717,E3370,cannonnicole@example.com,0oWts2Y75i,,,,,Financial Advisor,,0.0,"remote,eco",Life,Platinum,,
718,E6785,edwin31@example.org,ugo7iEAfPD,Phillip Salazar,1994-09-24,M,,UX Designer,68533.0,,,Health,,281.14,
719,E8042,catherine93@example.net,I4zWSsUMZI,Michael Howard,1993-09-22,F,"Chicago, IL",,69862.0,0.0,"remote,eco",,,207.48,
720,E1532,manderson@example.com,FsN2KifBtc,,2000-10-23,Non-Binary,"Fort Wayne, IN",Project Coordinator,57935.0,,"remote,eco",,Bronze,61.66,
721,E8072,kwells@example.org,ljT2akekmV,Jason Novak,2003-05-24,M,"Omaha, NE",Data Analyst,,,"family,wellness",Dental,,190.31,51.18
722,E2474,stephanie33@example.org,hqhzZabL92,Timothy Duke,1996-08-15,Non-Binary,,,74933.0,3.0,,Health,,297.03,379.98
723,E9972,dwatts@example.org,BEqypcdb6M,Ricardo Franklin,2001-03-22,,,Data Analyst,61011.0,0.0,"family,wellness",,Gold,,250.67
724,E3458,zcortez@example.net,bmOqZ2Qaex,,,F,"Hartford, CT",Financial Advisor,,2.0,"travel,adventure",,,,98.75
725,E2500,meyershannon@example.org,SGj6iPoGCM,Danielle Medina,1994-06-25,M,,Financial Advisor,49589.0,2.0,,Vision,,73.14,
